item_id,sku,produto,marca,categoria,motivo_sem_cmv,receita_total,pedidos,unidades
MLB6478659204,354512,Bomba De Agua Fiat Argo Cronos Mob Uno Firefly 1.0 1.3,Indisa,Bombas de Água,PARAMETRO_NAO_CONFIAVEL,259.3,1,1.0
MLB6612322844,141253PK,Junta Superior Cabeçote Palio Siena Doblo 1.0 1.3 16v 99/...,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,259.28,2,2.0
MLB4216635687,OCDA1611,Pastilha Freio T40 1.5 Jet Flex 16v 2018 2019 2020,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,255.22,1,1.0
MLB5733895618,OSDA0524,Pastilha Freio Caravan 3.3 12v 2004 2005 2006 2007,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,253.79,1,1.0
MLB6143822328,141249PK,Junta Superior Cabeçote Uno Palio Siena 1.0 1.3 8v 99/...,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,253.11,2,2.0
MLB5298277822,N/D,"Jogo Bronzina Biela 0,25 Gol Fox Parati 1.0 8v 16v 99/07",N/D,N/D,SEM_MATCH_SECONDS,251.83,4,4.0
MLB5716965720,OCTA0508,Pastilha Freio Grand Cherokee Iv 3.6 V6 2010 Em Diante,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,251.74,1,1.0
MLB6410023980,N/D,Polia Da Bomba Dágua - Renault Master 2.3 16v 2013... T-743,N/D,N/D,SEM_MATCH_SECONDS,251.16,1,1.0
MLB4232559765,BBDO33/STD,Bronzina De Biela Std Chrysler 3.3 V6 Grand Caravan,Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,249.74,1,1.0
MLB5016397270,N/D,Junta Cabeçote Fiat Palio Doblo Siena 1.3 16v Fire (fibra),N/D,N/D,SEM_MATCH_SECONDS,245.9,6,6.0
MLB6612290960,121517PK30,Junta Cabeçote Sob Medida  Corsa Celta Onix Prisma 1.0 8v,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,243.99,3,3.0
MLB5704114430,OCDA1713,Pastilha Freio Range Rover Evoque (l538) 2.0 4x4 17 18 19,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,230.05,1,1.0
MLB6600263690,T-611,"Polia Do Virabrequim Kombi Fusca 1200 1300 1500 1600 50,4mm",Triade,Polia de Virabrequim,PARAMETRO_NAO_CONFIAVEL,227.38,1,1.0
MLB5731676356,OCDA2111,Pastilha Freio Pajero Full 3.2 Diesel 16v 2014 A 2020,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,219.36,1,1.0
MLB4460195545,N/D,Junta Tampa Val Cortiça Gm 1.8 2.0 8v 2.2 8v 2.4 8v,N/D,N/D,SEM_MATCH_SECONDS,218.23,7,8.0
MLB4211529045,OCDA2115,Pastilha Freio Pajero Hpe Full Gls 3.2 16v 2000 A 2006,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,216.49,1,1.0
MLB4639518921,BCFO10/050 - BBFO10/050,"Bronzina Biela E Mancal Ka Fiesta 1.0 Zetec Rocam 2001/2015 0,50mm",TAKAO,Bronzinas,PARAMETRO_NAO_CONFIAVEL,215.81,1,1.0
MLB5704062786,N/D,Pastilha Freio Elantra 2.0 16v 11 12 13 14 15 16,N/D,N/D,SEM_MATCH_SECONDS,214.49,1,1.0
MLB5704075626,N/D,Pastilha Freio Elantra 1.8 16v 2011 2012 2013,N/D,N/D,SEM_MATCH_SECONDS,214.49,1,1.0
MLB6233745852,N/D,Junta Cabeçote Bastos Para Corsa 1.0 16v 1999 Até 2002,N/D,N/D,SEM_MATCH_SECONDS,208.39000000000001,5,5.0
MLB5298379806,N/D,Válvula Admissão Kombi Saveiro Gol Voyage 1.4 1.6 8v 01/21,N/D,N/D,SEM_MATCH_SECONDS,205.56,1,2.0
MLB5933595520,84.005A,Calha De Chuva Acrilica Fumê Picanto 2010 A 2011 4 Portas,Ecoflex,Calhas,PARAMETRO_NAO_CONFIAVEL,200.81,1,1.0
MLB5733786398,N/D,Pastilha Freio Malibu Ltz 2.4 16v 2010 2011 2012 2013,N/D,N/D,SEM_MATCH_SECONDS,199.66,1,1.0
MLB6230974430,12570136,Jogo Parafuso De Cabeçote Prisma 1.0 1.4 2007 A 2016,Bastos Juntas,Parafusos do Cilindro,PARAMETRO_NAO_CONFIAVEL,198.34,1,1.0
MLB5694772780,OCTA2800,Pastilha Freio Corolla Cross Xre 2021 Em Diante,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,196.48,1,1.0
MLB4460354411,N/D,Junta Tampa Valvula Focus Mondeo 1.8 2.0 16v 00/05,N/D,N/D,SEM_MATCH_SECONDS,193.16,4,4.0
MLB5782835872,N/D,Jg Bronzina De Mancal 075 Para Tucson 2.0 16v 2009,N/D,N/D,SEM_MATCH_SECONDS,191.59,1,1.0
MLB5720014376,OCTA2811,Pastilha Freio Pajero Full Diesel 3.2 16v 2014 A 2020,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,191.09,1,1.0
MLB6107788872,N/D,"Bronzina Biela E Mancal Mobi Siena Uno 1.0 8v Evo 2017 2018 0,50mm",N/D,N/D,SEM_MATCH_SECONDS,190.42,1,1.0
MLB3239537321,2806,Coxim Motor Limit Torção S/ Suporte Ka 1.0 2018 Em Diante,Sampel,Coxins de Motor,SEM_MATCH_SECONDS,190.04,1,1.0
MLB4460630415,151780012BN,Jg Junta Tampa Valvula Ix35 Sonata Magentis Optima,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,189.79,1,1.0
MLB4345233837,N/D,Bronzina Mancal Fiat Palio Idea Punto 1.6 16v E-torq,N/D,N/D,SEM_MATCH_SECONDS,184.3,1,1.0
MLB4604076719,141549PK30,Junta Cabeçote Sob Medida Fiat Uno 1.3 Fire 2003 2004 2005,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,182.9,2,2.0
MLB6612153304,131013PKR,Jogo Junta Motor C/ Ret Gol Parati Saveiro Ae Cht 1.6 8v,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,180.52,1,1.0
MLB4604775455,121045PKR,Jogo Junta Motor Kadett Monza Omega Suprema 2.0 1994 A 1996,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,179.66,1,1.0
MLB5298303224,VESGM18H,Jogo(4un) Valvula Escape Cruze Tracker 1.8  16v 12/18,Takao,Válvulas,PARAMETRO_NAO_CONFIAVEL,179.23,1,1.0
MLB6143560238,N/D,Junta Carter Com Defletor Monza Kadett Ipanema 1.8 2.0 8v,N/D,N/D,SEM_MATCH_SECONDS,176.64,1,1.0
MLB4460835551,15171942BN,Junta Tampa Válvula Pajero Tr4 16v Todos Modelos 2001 A 2013,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,176.6,1,2.0
MLB6290751370,VADFO16C-2,Jg Valvulas De Admissão Para Ka New Fiesta 1.5 1.6 16v Sigma,Takao,Válvulas,PARAMETRO_NAO_CONFIAVEL,175.31,1,1.0
MLB5298380428,BCH16/050,"Jogo Bronzina Mancal 0,50 Civic Accord 1.6 1.7 2.3 16v 92/06",Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,175.2,1,1.0
MLB4448308879,ASFO21A/050,Jg Aneis Segmento Ford Fusion 2.3 16v Duratec 2006 2009 0.50 0.50,Takao,Jogo de Anéis Motor,PARAMETRO_NAO_CONFIAVEL,174.91,1,1.0
MLB5558334734,N/D,Kit Junta Homocinetica Siena Etorq 1.6 16v 2011 2012,N/D,N/D,SEM_MATCH_SECONDS,172.46,1,1.0
MLB5717315918,OCTA2034,Pastilha Freio C-class  (w204)  C 350 3.5 V6 2007 A 2014,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,169.62,1,1.0
MLB5733843720,OSDA0523,Pastilha Freio Pt Cruiser 1.6i 01 02 03 04 05 06 07 08 09 10,OriginALLparts,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,166.68,1,1.0
MLB5298239046,"BC H 16/0,25","Jogo Bronzina Mancal 0,25 Civic Accord 1.6 1.7 2.3 16v 92/06",Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,163.75,1,1.0
MLB4403370653,BCVW10/025 - BBVW18B/025,"Bronzina Biela E Mancal Motor Ap 1.6 1.8 2.0 1985/1996 0,25mm",Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,161.18,1,1.0
MLB6143744086,N/D,Junta Superior Cabeçote Fiesta Ecosport Zetec 1.0 8v 99/..,N/D,N/D,SEM_MATCH_SECONDS,160.81,1,1.0
MLB6223223614,N/D,Junta Tampa De Valvula S10/blazer/ranger/sprinter 2.5 Maxion,N/D,N/D,SEM_MATCH_SECONDS,158.25,3,3.0
MLB5762417486,BCRE20/050,"Bronzina Mancal 0,50 Duster Laguna Megane Scenic 2.0 F4r",Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,155.93,1,1.0
MLB6656037534,C23107/1,Filtro De Ar Motor Toyota Hilux Sw4 3.0 16v 2005 A 2015 Mann,Mann Filter,Filtros de Ar,PARAMETRO_NAO_CONFIAVEL,151.74,1,1.0
MLB4463925533,N/D,Junta Tampa Valvula Livina Sentra Tiida Xtrail 1.8 2.0,N/D,N/D,SEM_MATCH_SECONDS,151.29,3,3.0
MLB6611121212,141005PKR,Junta Cobeçote Com Retentor Uno Premio Fiorino Fiasa,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,149.54,1,1.0
MLB6132380414,N/D,"Bronzina Biela E Mancal Premio Elba Uno 1.5 Fiasa 1994 1995 0,25mm",N/D,N/D,SEM_MATCH_SECONDS,148.61,1,1.0
MLB4478373265,VADVW10F-3,Valvulas De Admissão Fox Gol Nivus Polo Up1.0 12v 3cil,Takao,Válvulas,PARAMETRO_NAO_CONFIAVEL,148.5,1,1.0
MLB4305043405,70.012A,Calha De Chuva Defletor Gm Cobalt 2012 A 2022 4 Portas,Ecoflex,Calhas,PARAMETRO_NAO_CONFIAVEL,147.09,1,1.0
MLB5016459740,N/D,Junta Carter Cortiça Uno Palio Siena Strada 1.0 1.3 8v Fire,N/D,N/D,SEM_MATCH_SECONDS,145.79,3,3.0
MLB6224116250,N/D,Junta Cabeçote Aço Inox Sob Medida 0.70mm March Versa 14/21,N/D,N/D,SEM_MATCH_SECONDS,144.47,1,1.0
MLB6645605792,SP11062-4,Kit 4 Filtro Revisão Para Ka 1.0 12v / 1.5 16v 2014-2021,Mann Filter,Kit de Filtros,PARAMETRO_NAO_CONFIAVEL,142.04,1,1.0
MLB5298200806,N/D,"Jogo Bronzina Mancal 0,50 Uno Punto Mobi 1.0 1.3 1.4 01/24",N/D,N/D,SEM_MATCH_SECONDS,138.5,1,1.0
MLB6203198106,N/D,"Bronzina Biela Fiat Toro At6, Punto, Palio 1.6/1.8 16v 0.75",N/D,N/D,SEM_MATCH_SECONDS,136.48,1,1.0
MLB6132483514,BCFI10A/050 - BBFI10/050,"Bronzina Biela E Mancal Premio Elba Uno 1.5 Fiasa 1994 1995 0,50mm",Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,136.22,1,1.0
MLB4063268593,N/D,Kit 3 Aditivo 100 Ml Otimizador Combustivel Flex 4x1 Fq4,N/D,N/D,SEM_MATCH_SECONDS,136.0,2,2.0
MLB5298212986,VESFO10B,Jogo(3un) Valvula Escape Fiesta Ka 1.0 12v 14/21,Takao,Válvulas,PARAMETRO_NAO_CONFIAVEL,135.52,1,1.0
MLB6264289808,N/D,Valvula Admissão 206 1.4 8v 2004 2005 2006 2007 2008 2009,N/D,N/D,SEM_MATCH_SECONDS,133.98,1,1.0
MLB4238267971,BCPG10/030,"Bronzina Mancal 0,30 C3 Peugeot 206 207 1.4 8v Tu3 Pós 03",Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,132.41,1,1.0
MLB3871350297,N/D,Junta Cobeçote Aço Inox 0.25mm Hb20 Picanto 1.0 12v 11/22,N/D,N/D,SEM_MATCH_SECONDS,129.78,1,1.0
MLB3239541894,3141,Coxim Inf. Tras. Motor Agile Celta Montana Prisma Corsa,Sampel,Coxim de Motor,PARAMETRO_NAO_CONFIAVEL,126.5,1,1.0
MLB4408105453,BBFI10F/025,Bronzina Biela Fiat Novo Uno Mobi Argo 1.0 6v Firefly Flex,Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,126.14,1,1.0
MLB4612658951,T-808,Polia Alternador Volkswagen Gol Parati Voyage Passat Santana,Triade,Polias do Alternador,PARAMETRO_NAO_CONFIAVEL,123.05,1,1.0
MLB6611164822,1110103PK,Jogo Junta Motor Sem Retentor Fox Gol Voyage 1.0 8v Ea111,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,120.27,1,1.0
MLB6239553452,N/D,Filtro Oleo K&n Kn-145 Yamaha Xt660 E Xt660r Mt-03 Tdm Todas,N/D,N/D,SEM_MATCH_SECONDS,119.99,1,1.0
MLB4461826977,N/D,Junta Cabeçote Chery Qq 1.0 12v 14/19,N/D,N/D,SEM_MATCH_SECONDS,116.46,1,1.0
MLB6239266218,N/D,Filtro Oleo K&n Kn-112 Kawasaki D-tracker 250x,N/D,N/D,SEM_MATCH_SECONDS,115.98,1,1.0
MLB6223134758,N/D,Kit Junta Da Tampa Valvula Pajero L200 H100 2.3 2.4 2.5,N/D,N/D,SEM_MATCH_SECONDS,115.25999999999999,3,3.0
MLB6224202646,N/D,Junta Carter Alma Aço Borracha Gol Saveiro 1.6 1.8 2.0 8v,N/D,N/D,SEM_MATCH_SECONDS,113.52,2,2.0
MLB3985663683,N/D,Jogo Bronz Biela Std 147 Uno Fiorino Palio 1.0 1.3 1.5 84/00,N/D,N/D,SEM_MATCH_SECONDS,113.18,2,2.0
MLB4347505697,N/D,Jogo Bronzina De Biela Fiat Fiorino 1.0 1.3 1.5 8v Fiasa,N/D,N/D,SEM_MATCH_SECONDS,112.58,2,2.0
MLB5389649444,N/D,"Kit C/6 Aditivo Otimizad Combustivel Moto 40ml Fq4, Economia",N/D,N/D,SEM_MATCH_SECONDS,110.33,1,1.0
MLB6224411968,N/D,Junta Cabeçote Ecosport Ka Ka+ Dragon 1.5 12v 17/21,N/D,N/D,SEM_MATCH_SECONDS,108.65,1,1.0
MLB4604078461,111039PK,Jogo Junta Motor Sem Retentor Gol  Escort Hobby Cht 1.0 8v,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,105.74,1,1.0
MLB4460589481,N/D,Junta Tampa Válvulas Pajero Triton L200 3.2 16v Completa,N/D,N/D,SEM_MATCH_SECONDS,101.05,1,1.0
MLB4460721129,N/D,Kit Junta Da Tampa De Valvula Borr Pregio K2500 Bongo Mtr,N/D,N/D,SEM_MATCH_SECONDS,100.55,1,1.0
MLB5298303300,VADFI10C,Jogo Valvula Adm 147 Uno Panor Elba 1.0 1.3 1.5 84/95,Takao,Válvulas,PARAMETRO_NAO_CONFIAVEL,98.76,1,1.0
MLB5298150206,N/D,"Jogo Bronzina Biela 0,75 206 Twingo Clio 1.0 8v 16v 99/18",N/D,N/D,SEM_MATCH_SECONDS,98.09,1,1.0
MLB5457247288,N/D,Jogo De Pastilhas De Freio Diant Hb20 Hb20s 1.6 Desde 2012,N/D,N/D,SEM_MATCH_SECONDS,97.82,1,1.0
MLB6143534294,N/D,Junta Cabeçote Ecosport Focus Ranger Mondeo 2.0 Duratec 16v,N/D,N/D,SEM_MATCH_SECONDS,97.39,1,1.0
MLB5298149580,N/D,Jogo(4un) Valvula Adm Palio Punto Doblo Siena 1.4 8v 04/20,N/D,N/D,SEM_MATCH_SECONDS,97.17,1,1.0
MLB4461674023,N/D,Junta Tampa Val Aluminio 500 Uno Palio Siena 1.0 1.4 09/24,N/D,N/D,SEM_MATCH_SECONDS,96.01,4,4.0
MLB5298264424,VADFI16,Jogo(4un) Valvula Adm Siena Palio Linea Brava 1.6 1.9 99/11,Takao,Válvulas,PARAMETRO_NAO_CONFIAVEL,95.98,1,1.0
MLB5298384220,VADVW18A,Jg(4un) Valvul Adm Voyage Escort Santana Gol 1.6 1.8 2.0 80/,Takao,Válvulas,PARAMETRO_NAO_CONFIAVEL,95.42,1,1.0
MLB6143847964,N/D,Junta Carter Borracha Sandero Clio Logan Megane 1.6 8v,N/D,N/D,SEM_MATCH_SECONDS,91.82,1,1.0
MLB6222989084,N/D,Junta Tampa Valvula Palio Siena Brava 1.6 16v 95/00,N/D,N/D,SEM_MATCH_SECONDS,91.42,2,2.0
MLB5770475396,BBFO10/075,Bronzina Biela 075 Ford Endura/zetec - Bbfo10,Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,87.74,1,1.0
MLB5298265164,N/D,Jogo Bronzina Biela Std Mobi Siena Palio Uno 1.0 8v 01/24,N/D,N/D,SEM_MATCH_SECONDS,82.99,1,1.0
MLB6224254272,1517872BN,Junta Tampa Válvula Renault Clio Kangoo 1.0 16v Gas,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,82.24,1,1.0
MLB4460682387,N/D,Junta Silicone Tampa Válvula Bongo K2500 2.5 8v Turbo,N/D,N/D,SEM_MATCH_SECONDS,79.23,1,1.0
MLB5572993590,PVI1025,Pivo Inferior S10 Blazer - Perfect,Perfect,Pivô Balança Bandeja,PARAMETRO_NAO_CONFIAVEL,77.58,1,1.0
MLB5575109528,TDI0303,Terminal Direção Onix Prisma Spin 2017 A 2019 Lado Esquerdo,Perfect,Terminal Ponteira de Direção,PARAMETRO_NAO_CONFIAVEL,73.07,1,1.0
MLB6680533992,BBFI10/100,Jogo Bronzina De Biela Fiat Fiorino 1.0 1.3 1.5 8v Fiasa,Takao,Bronzinas,PARAMETRO_NAO_CONFIAVEL,68.67,1,1.0
MLB5298380592,N/D,"Jogo Bronzina Biela 0,25 Uno Tipo Siena 1.5 1.6 1.9 85/11",N/D,N/D,SEM_MATCH_SECONDS,63.66,1,1.0
MLB5454152786,ECO1011,Pastilha Freio Dianteira Vectra 2.2 8v 99 2000 2001 Até 2005,Ecopads,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,62.86,1,1.0
MLB6143549148,N/D,Junta Cabeçote Vw Virtus Polo Nivos Up Tsi 1.0 12v Fibra,N/D,N/D,SEM_MATCH_SECONDS,62.66,1,1.0
MLB6143679106,121712BN,Junta Tampa Valvula Vectra Kadett Astra S10 1.8 2.0 2.2 8v,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,60.84,2,3.0
MLB4604055991,1219117NA,Junta Carter Fibra Corsa Cobalt 1.0 1.4 1.6  Palio 1.8 8v,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,58.0,1,1.0
MLB6656034626,W7128,Filtro De Óleo Mann W712/89 Nivus T-cross Polo Virtus Tsi,Mann Filter,Filtros de Óleo,PARAMETRO_NAO_CONFIAVEL,52.86,1,1.0
MLB6223276496,1517115SL,Kit Junta Tampa Valvula Pajero L200 H100 2.3 2.4 2.5,Bastos Juntas,Juntas de Motor,PARAMETRO_NAO_CONFIAVEL,51.1,1,1.0
MLB3871425593,N/D,Junta Cabeçote Aço Inox 0.75mm C3 Argo 208 1.0 6v 16/24,N/D,N/D,SEM_MATCH_SECONDS,50.96,1,1.0
MLB4680982935,ECO1436,Pastilha Freio Traseira Santa Fe 2.7 V6 2007 2008 A 2009,Ecopads,Pastilhas de Freios,PARAMETRO_NAO_CONFIAVEL,49.76,1,1.0
MLB4159986707,TDI1083,Terminal Direção Perfect Corsa Celta Prisma,Perfect,Terminal Ponteira de Direção,PARAMETRO_NAO_CONFIAVEL,48.24,1,1.0
MLB4104239645,N/D,Pastilha De Freio Dianteira - Fiesta Ka 2009 2010 2011 2012,N/D,N/D,SEM_MATCH_SECONDS,45.58,1,1.0
MLB6222513854,N/D,Junta Da Tampa De Valvula Vw Fusca 1300 1500 1600 Todos,N/D,N/D,SEM_MATCH_SECONDS,41.1,1,2.0
MLB6223070680,N/D,Junta Tampa Válvulas Toyota Corolla 1.8 16v 2003 /...,N/D,N/D,SEM_MATCH_SECONDS,38.93,1,1.0
MLB4241321741,N/D,Arruela De Encosto Std Clio Logan Sandero Duster 1.6 8 16v,N/D,N/D,SEM_MATCH_SECONDS,38.05,1,1.0
MLB2865953274,S1401,Pastilha De Freio Dianteira  Vw Fusca Brasilia - Syl 1401,SYL,Pastilhas de Freios,SEM_MATCH_SECONDS,30.04,1,1.0
MLB6231129168,N/D,Junta Coletor Escapamento Corsa Celta Prisma Montana Meriva,N/D,N/D,SEM_MATCH_SECONDS,25.73,1,1.0
MLB6152762610,N/D,Kit 6 Engates Rápidos Para Mangueiras 1/2 - Tramontina Cinza,N/D,N/D,SEM_MATCH_SECONDS,20.33,1,1.0
